product_group,grams,pieces_per_kg
aguacate,170,5.88235294117647
cebolla,225,4.44444444444445
chayote,325,3.07692307692308
espinaca,280,3.57142857142857
melon,1500,0.666666666666667
nopal,65,15.3846153846154
papaya,900,1.11111111111111
