product_name,price,quantity,unit,seller,date
Chilacayote,69,1,kg,walmart,2026-01-28
Jitomate cherry orgánico Campo Vivo,52,280,g,walmart,2026-01-28
Tomate Marketside uva,39.9,283,g,walmart,2026-01-28
Jitomate uva orgánico Campo Vivo,55,280,g,walmart,2026-01-28
"Fotbe Fruits And Vegetables Men's Camiseta sin Mangas Estampada para Hombres, Playera Casual para Gimnasio, Entrenamiento, Playa-XX-Large",499.75,,g,walmart,2026-01-28
Pontino Cilantro amos s,305.15,105,g,walmart,2026-01-28
Cilantro,9,1,pza,walmart,2026-01-28
Cilantro Vegetalistos,24.9,100,g,walmart,2026-01-28
Alpont Cilantro amos s,366.35,120,g,walmart,2026-01-28
Hierbabuena,14.9,1,pza,walmart,2026-01-28
Epazote,14.9,1,pza,walmart,2026-01-28
Alpont Cilantro amos s,134.3,14,g,walmart,2026-01-28
Lechuga romana,24.9,1,pza,walmart,2026-01-28
Maceta Orgánica Vita Cilantro,18,,g,walmart,2026-01-28
Pontino Semilla De Cilantro Molida amos s,364.65,315,g,walmart,2026-01-28
Hoja de Plátano,49.9,1,pza,walmart,2026-01-28
Alpont Semilla De Cilantro Molida amos s,328.1,365,g,walmart,2026-01-28
Mezcla de hojas superfood 5 Vegetalistos,42,5,g,walmart,2026-01-28
Pontino Perejil amos s,126.65,14,g,walmart,2026-01-28
Manzanilla,14.9,1,pza,walmart,2026-01-28
Lechuga italiana Eva hidropónica,39.9,1,g,walmart,2026-01-28
Espinaca baby Marketside,52,250,g,walmart,2026-01-28
Huauzontle,69,1,kg,walmart,2026-01-28
Apio,36.9,1,kg,walmart,2026-01-28
Pontino Semilla De Cilantro amos s,302.6,135,g,walmart,2026-01-28
Espinaca Marketside,52,280,g,walmart,2026-01-28
Lechuga Hidropónica EVA sweet crunchy s,52,2,g,walmart,2026-01-28
Alpont Semilla De Cilantro Molida amos s,141.1,40,g,walmart,2026-01-28
Corazones de apio orgánicos Marketside,39.9,454,g,walmart,2026-01-28
Alpont Semilla De Cilantro amos s,120.7,23,g,walmart,2026-01-28
Lechuga francesa Eva hidropónica,39.9,1,g,walmart,2026-01-28
Lechuga mini romaine Eva hidropónica,46.9,2,g,walmart,2026-01-28
Té de limón,14.9,1,pza,walmart,2026-01-28
Alpont Perejil amos s,134.3,15,g,walmart,2026-01-28
Corazones de lechuga orgánica Marketside,41.9,300,g,walmart,2026-01-28
Col blanca,24.9,1,kg,walmart,2026-01-28
Lechuga mini francesa Eva hidropónica s,46.9,2,g,walmart,2026-01-28
Romero macho,14.9,1,pza,walmart,2026-01-28
Cebollín,14.9,1,pza,walmart,2026-01-28
Perejil liso,10.9,1,pza,walmart,2026-01-28
Acelga,12.9,1,pza,walmart,2026-01-28
Lechuga orejona,26.9,1,pza,walmart,2026-01-28
Lechuga trío Eva hidropónica,46.9,1,g,walmart,2026-01-28
Malanga,59,1,kg,walmart,2026-01-28
Espinaca orgánica Campo Vivo,81,180,g,walmart,2026-01-28
Zanahoria baby Vegetalistos,34.9,340,g,walmart,2026-01-28
Zanahoria baby Vegetalistos,19.9,150,g,walmart,2026-01-28
Zanahoria,14.9,1,kg,walmart,2026-01-28
Chile poblano,74,1,kg,walmart,2026-01-28
Pepino,24,1,kg,walmart,2026-01-28
Mezcla de vegetales Marketside,39.9,454,g,walmart,2026-01-28
Jícama Vegetalistos,39.9,454,g,walmart,2026-01-28
Zanahoria baby Bolthouse Farms,29,340,g,walmart,2026-01-28
Zanahoria rallada Vegetalistos,29.9,340,g,walmart,2026-01-28
Pepino orgánico Marketside,41.9,700,g,walmart,2026-01-28
Zanahoria selecta en charola,26.9,454,g,walmart,2026-01-28
Zanahoria orgánica Campo Vivo,52,450,g,walmart,2026-01-28
